district,state,city,locality,property_type,category,price_per_sqft_inr,rent_per_sqft_inr,yield_pct,price_change_qoq_pct,source,fetched_at,data_source,area_sqft,bhk,bath,price_lakhs,locality_key
Surat,Gujarat,Surat,Nanpura,Warehouse,commercial,1836.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,0,0,55.08,nanpura
Surat,Gujarat,Surat,Nanpura,Warehouse,commercial,1836.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,91.8,nanpura
Surat,Gujarat,Surat,Nanpura,Warehouse,commercial,1836.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,10000,0,0,183.6,nanpura
Surat,Gujarat,Surat,Nanpura,Retail,commercial,2550.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,300,0,0,7.65,nanpura
Surat,Gujarat,Surat,Nanpura,Retail,commercial,2550.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,15.3,nanpura
Surat,Gujarat,Surat,Nanpura,Retail,commercial,2550.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,25.5,nanpura
Surat,Gujarat,Surat,Nanpura,Retail,commercial,2550.0,,,,https://www.squareyards.com/property-rates/nanpura-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,0,0,45.9,nanpura
Surat,Gujarat,Surat,New City Light,Apartment,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,27.77,new city light
Surat,Gujarat,Surat,New City Light,Apartment,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,53.02,new city light
Surat,Gujarat,Surat,New City Light,Apartment,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,73.22,new city light
Surat,Gujarat,Surat,New City Light,Apartment,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,101.0,new city light
Surat,Gujarat,Surat,New City Light,Flat,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,27.77,new city light
Surat,Gujarat,Surat,New City Light,Flat,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,53.02,new city light
Surat,Gujarat,Surat,New City Light,Flat,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,73.22,new city light
Surat,Gujarat,Surat,New City Light,Flat,residential,5050.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,101.0,new city light
Surat,Gujarat,Surat,New City Light,Studio,residential,4646.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,1,1,18.58,new city light
Surat,Gujarat,Surat,New City Light,Studio,residential,4646.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,1,1,23.23,new city light
Surat,Gujarat,Surat,New City Light,Penthouse,residential,6817.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,122.72,new city light
Surat,Gujarat,Surat,New City Light,Penthouse,residential,6817.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,4,4,170.44,new city light
Surat,Gujarat,Surat,New City Light,Penthouse,residential,6817.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,218.16,new city light
Surat,Gujarat,Surat,New City Light,Villa,residential,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,84.75,new city light
Surat,Gujarat,Surat,New City Light,Villa,residential,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,124.3,new city light
Surat,Gujarat,Surat,New City Light,Villa,residential,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,169.5,new city light
Surat,Gujarat,Surat,New City Light,Villa,residential,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,254.25,new city light
Surat,Gujarat,Surat,New City Light,Bungalow,residential,6102.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,152.55,new city light
Surat,Gujarat,Surat,New City Light,Bungalow,residential,6102.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,213.57,new city light
Surat,Gujarat,Surat,New City Light,Bungalow,residential,6102.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,305.1,new city light
Surat,Gujarat,Surat,New City Light,Bungalow,residential,6102.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,396.63,new city light
Surat,Gujarat,Surat,New City Light,House,residential,5537.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,2,2,66.44,new city light
Surat,Gujarat,Surat,New City Light,House,residential,5537.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,99.67,new city light
Surat,Gujarat,Surat,New City Light,House,residential,5537.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,4,4,132.89,new city light
Surat,Gujarat,Surat,New City Light,House,residential,5537.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,177.18,new city light
Surat,Gujarat,Surat,New City Light,Plot,residential,2777.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,27.77,new city light
Surat,Gujarat,Surat,New City Light,Plot,residential,2777.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,41.66,new city light
Surat,Gujarat,Surat,New City Light,Plot,residential,2777.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,0,0,66.66,new city light
Surat,Gujarat,Surat,New City Light,Plot,residential,2777.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,111.1,new city light
Surat,Gujarat,Surat,New City Light,Shop,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,200,0,0,11.3,new city light
Surat,Gujarat,Surat,New City Light,Shop,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,0,0,22.6,new city light
Surat,Gujarat,Surat,New City Light,Shop,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,800,0,0,45.2,new city light
Surat,Gujarat,Surat,New City Light,Shop,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,67.8,new city light
Surat,Gujarat,Surat,New City Light,Showroom,commercial,6328.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,37.97,new city light
Surat,Gujarat,Surat,New City Light,Showroom,commercial,6328.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,75.94,new city light
Surat,Gujarat,Surat,New City Light,Showroom,commercial,6328.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,0,0,158.2,new city light
Surat,Gujarat,Surat,New City Light,Showroom,commercial,6328.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,253.12,new city light
Surat,Gujarat,Surat,New City Light,Office,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,28.25,new city light
Surat,Gujarat,Surat,New City Light,Office,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,56.5,new city light
Surat,Gujarat,Surat,New City Light,Office,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,113.0,new city light
Surat,Gujarat,Surat,New City Light,Office,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,282.5,new city light
Surat,Gujarat,Surat,New City Light,Commercial,commercial,5932.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,29.66,new city light
Surat,Gujarat,Surat,New City Light,Commercial,commercial,5932.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,59.33,new city light
Surat,Gujarat,Surat,New City Light,Commercial,commercial,5932.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,118.65,new city light
Surat,Gujarat,Surat,New City Light,Commercial,commercial,5932.5,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,0,0,207.64,new city light
Surat,Gujarat,Surat,New City Light,Warehouse,commercial,4068.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,61.02,new city light
Surat,Gujarat,Surat,New City Light,Warehouse,commercial,4068.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,0,0,122.04,new city light
Surat,Gujarat,Surat,New City Light,Warehouse,commercial,4068.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,203.4,new city light
Surat,Gujarat,Surat,New City Light,Warehouse,commercial,4068.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,10000,0,0,406.8,new city light
Surat,Gujarat,Surat,New City Light,Retail,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,300,0,0,16.95,new city light
Surat,Gujarat,Surat,New City Light,Retail,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,33.9,new city light
Surat,Gujarat,Surat,New City Light,Retail,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,56.5,new city light
Surat,Gujarat,Surat,New City Light,Retail,commercial,5650.0,,,,https://www.squareyards.com/property-rates/new-city-light-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,0,0,101.7,new city light
Surat,Gujarat,Surat,Pal,Apartment,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,24.48,pal
Surat,Gujarat,Surat,Pal,Apartment,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,46.73,pal
Surat,Gujarat,Surat,Pal,Apartment,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,64.53,pal
Surat,Gujarat,Surat,Pal,Apartment,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,89.0,pal
Surat,Gujarat,Surat,Pal,Flat,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,24.48,pal
Surat,Gujarat,Surat,Pal,Flat,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,46.73,pal
Surat,Gujarat,Surat,Pal,Flat,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,64.53,pal
Surat,Gujarat,Surat,Pal,Flat,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,89.0,pal
Surat,Gujarat,Surat,Pal,Studio,residential,4094.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,1,1,16.38,pal
Surat,Gujarat,Surat,Pal,Studio,residential,4094.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,1,1,20.47,pal
Surat,Gujarat,Surat,Pal,Penthouse,residential,6007.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,108.14,pal
Surat,Gujarat,Surat,Pal,Penthouse,residential,6007.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,4,4,150.19,pal
Surat,Gujarat,Surat,Pal,Penthouse,residential,6007.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,192.24,pal
Surat,Gujarat,Surat,Pal,Villa,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,66.75,pal
Surat,Gujarat,Surat,Pal,Villa,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,97.9,pal
Surat,Gujarat,Surat,Pal,Villa,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,133.5,pal
Surat,Gujarat,Surat,Pal,Villa,residential,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,200.25,pal
Surat,Gujarat,Surat,Pal,Bungalow,residential,4806.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,120.15,pal
Surat,Gujarat,Surat,Pal,Bungalow,residential,4806.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,168.21,pal
Surat,Gujarat,Surat,Pal,Bungalow,residential,4806.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,240.3,pal
Surat,Gujarat,Surat,Pal,Bungalow,residential,4806.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,312.39,pal
Surat,Gujarat,Surat,Pal,House,residential,4361.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,2,2,52.33,pal
Surat,Gujarat,Surat,Pal,House,residential,4361.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,78.5,pal
Surat,Gujarat,Surat,Pal,House,residential,4361.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,4,4,104.66,pal
Surat,Gujarat,Surat,Pal,House,residential,4361.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,139.55,pal
Surat,Gujarat,Surat,Pal,Plot,residential,2447.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,24.48,pal
Surat,Gujarat,Surat,Pal,Plot,residential,2447.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,36.71,pal
Surat,Gujarat,Surat,Pal,Plot,residential,2447.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2400,0,0,58.74,pal
Surat,Gujarat,Surat,Pal,Plot,residential,2447.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,97.9,pal
Surat,Gujarat,Surat,Pal,Shop,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,200,0,0,8.9,pal
Surat,Gujarat,Surat,Pal,Shop,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,0,0,17.8,pal
Surat,Gujarat,Surat,Pal,Shop,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,800,0,0,35.6,pal
Surat,Gujarat,Surat,Pal,Shop,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,53.4,pal
Surat,Gujarat,Surat,Pal,Showroom,commercial,4984.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,29.9,pal
Surat,Gujarat,Surat,Pal,Showroom,commercial,4984.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1200,0,0,59.81,pal
Surat,Gujarat,Surat,Pal,Showroom,commercial,4984.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,0,0,124.6,pal
Surat,Gujarat,Surat,Pal,Showroom,commercial,4984.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4000,0,0,199.36,pal
Surat,Gujarat,Surat,Pal,Office,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,22.25,pal
Surat,Gujarat,Surat,Pal,Office,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,44.5,pal
Surat,Gujarat,Surat,Pal,Office,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,89.0,pal
Surat,Gujarat,Surat,Pal,Office,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,222.5,pal
Surat,Gujarat,Surat,Pal,Commercial,commercial,4672.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,0,0,23.36,pal
Surat,Gujarat,Surat,Pal,Commercial,commercial,4672.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,46.73,pal
Surat,Gujarat,Surat,Pal,Commercial,commercial,4672.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,0,0,93.45,pal
Surat,Gujarat,Surat,Pal,Commercial,commercial,4672.5,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,0,0,163.54,pal
Surat,Gujarat,Surat,Pal,Warehouse,commercial,3204.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,0,0,48.06,pal
Surat,Gujarat,Surat,Pal,Warehouse,commercial,3204.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,0,0,96.12,pal
Surat,Gujarat,Surat,Pal,Warehouse,commercial,3204.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,0,0,160.2,pal
Surat,Gujarat,Surat,Pal,Warehouse,commercial,3204.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,10000,0,0,320.4,pal
Surat,Gujarat,Surat,Pal,Retail,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,300,0,0,13.35,pal
Surat,Gujarat,Surat,Pal,Retail,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,600,0,0,26.7,pal
Surat,Gujarat,Surat,Pal,Retail,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1000,0,0,44.5,pal
Surat,Gujarat,Surat,Pal,Retail,commercial,4450.0,,11.33,5.32,https://www.squareyards.com/property-rates/pal-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,0,0,80.1,pal
Surat,Gujarat,Surat,Palanpur,Apartment,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,22.0,palanpur
Surat,Gujarat,Surat,Palanpur,Apartment,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,42.0,palanpur
Surat,Gujarat,Surat,Palanpur,Apartment,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,58.0,palanpur
Surat,Gujarat,Surat,Palanpur,Apartment,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,80.0,palanpur
Surat,Gujarat,Surat,Palanpur,Flat,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,550,1,1,22.0,palanpur
Surat,Gujarat,Surat,Palanpur,Flat,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1050,2,2,42.0,palanpur
Surat,Gujarat,Surat,Palanpur,Flat,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1450,3,3,58.0,palanpur
Surat,Gujarat,Surat,Palanpur,Flat,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2000,4,4,80.0,palanpur
Surat,Gujarat,Surat,Palanpur,Studio,residential,3680.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,400,1,1,14.72,palanpur
Surat,Gujarat,Surat,Palanpur,Studio,residential,3680.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,500,1,1,18.4,palanpur
Surat,Gujarat,Surat,Palanpur,Penthouse,residential,5400.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1800,3,3,97.2,palanpur
Surat,Gujarat,Surat,Palanpur,Penthouse,residential,5400.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,4,4,135.0,palanpur
Surat,Gujarat,Surat,Palanpur,Penthouse,residential,5400.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3200,5,5,172.8,palanpur
Surat,Gujarat,Surat,Palanpur,Villa,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,1500,2,2,60.0,palanpur
Surat,Gujarat,Surat,Palanpur,Villa,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2200,3,3,88.0,palanpur
Surat,Gujarat,Surat,Palanpur,Villa,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3000,4,4,120.0,palanpur
Surat,Gujarat,Surat,Palanpur,Villa,residential,4000.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,4500,5,5,180.0,palanpur
Surat,Gujarat,Surat,Palanpur,Bungalow,residential,4320.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,2500,3,3,108.0,palanpur
Surat,Gujarat,Surat,Palanpur,Bungalow,residential,4320.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,3500,4,4,151.2,palanpur
Surat,Gujarat,Surat,Palanpur,Bungalow,residential,4320.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,5000,5,5,216.0,palanpur
Surat,Gujarat,Surat,Palanpur,Bungalow,residential,4320.0,,,7.03,https://www.squareyards.com/property-rates/palanpur-surat,2026-06-25T12:57:25.140609+00:00,locality_synthetic,6500,6,6,280.8,palanpur
